Agencia_ID,Town,State
2059,2059 QUERETARO BALVANERA,QUERETARO
2060,2301 CUBILETE,GUANAJUATO
2061,2175 TOLUCA AEROPUERTO,ESTADO DE MÉXICO
2062,2186 LAGOS DE MORENO,JALISCO
2063,2034 ACAPULCO COSTERA,GUERRERO
2064,2158 CUERNAVACA CIVAC,MORELOS
2065,2155 CELAYA NORPONIENTE,GUANAJUATO
2066,2168 MORELIA ABASTOS,MICHOACÁN
2068,2322 ZAMORA MADERO,MICHOACÁN
2071,2296 IRAPUATO SAN MIGUELITO,GUANAJUATO
2072,2186 LAGOS DE MORENO,JALISCO
2073,2034 ACAPULCO COSTERA,GUERRERO
2074,2044 CUERNAVACA BUENAVISTA,MORELOS
2075,2167 MORELIA LA HUERTA,MICHOACÁN
2076,2161 IRAPUATO GUADALUPE,GUANAJUATO
2077,2300 LEON MILENIUM,GUANAJUATO
2078,2165 LEON SAN JUAN BOSCO,GUANAJUATO
2080,2080 TEXCOCO WONDER,ESTADO DE MÉXICO
2081,2081 NAUCALPAN II,ESTADO DE MÉXICO
2082,2155 CELAYA NORPONIENTE,GUANAJUATO
2083,2083 AZCAPOTZALCO II MARINELA,"MÉXICO, D.F."
2084,2034 ACAPULCO COSTERA,GUERRERO
2085,2044 CUERNAVACA BUENAVISTA,MORELOS
2086,2165 LEON SAN JUAN BOSCO,GUANAJUATO
2087,2087 AG. TIZAYUCA,ESTADO DE MÉXICO
2088,2161 IRAPUATO GUADALUPE,GUANAJUATO
2089,2156 CELAYA INDUSTRIAL WONDER,GUANAJUATO
2090,2090 AG. TEPEJI DEL RIO,QUERETARO
2092,2186 LAGOS DE MORENO,JALISCO
2094,2094 CHALCO_BM,ESTADO DE MÉXICO
2095,2175 TOLUCA AEROPUERTO,ESTADO DE MÉXICO
2096,2301 CUBILETE,GUANAJUATO
2097,2159 CHILPANCINGO,GUERRERO
2098,2179 URUAPAN,MICHOACÁN
2099,2322 ZAMORA MADERO,MICHOACÁN
2211,2390 INDUSTRIAL,TABASCO
2212,2396 RUIZ CORTINEZ,TABASCO
2213,2396 RUIZ CORTINEZ,TABASCO
2214,2393 MERIDA SUR,YUCATÁN
2215,2392 MERIDA NORTE,YUCATÁN
2216,2380 CAMPECHE,CAMPECHE
2217,2388 CHETUMAL,QUINTANA ROO
2218,2381 CANCUN_BM,QUINTANA ROO
2220,2395 PLAYA DEL CARMEN,QUINTANA ROO
2222,2401 TEKAX,YUCATÁN
2229,2386 COATZACOALCOS MLA.,VERACRUZ
2230,2382 CARDENAS,TABASCO
2231,2392 MERIDA NORTE,YUCATÁN
2233,2394 MINATITLAN,VERACRUZ
2234,2378 ACAYUCAN,VERACRUZ
2235,2384 CIUDAD DEL CARMEN,CAMPECHE
2237,2402 TUXTLA,CHIAPAS
2238,2398 SAN CRISTOBAL,CHIAPAS
2239,2399 TAPACHULA,CHIAPAS
2240,2379 ARRIAGA_BM,CHIAPAS
2241,2391 IXTEPEC,OAXACA
2242,2397 SALINA CRUZ,OAXACA
2243,2381 CANCUN_BM,QUINTANA ROO
2244,2396 RUIZ CORTINEZ,TABASCO
2245,2382 CARDENAS,TABASCO
2246,2402 TUXTLA,CHIAPAS
2247,2386 COATZACOALCOS MLA.,VERACRUZ
2248,2399 TAPACHULA,CHIAPAS
2249,2393 MERIDA SUR,YUCATÁN
2250,2410 CANCUN II,QUINTANA ROO
2251,2395 PLAYA DEL CARMEN,QUINTANA ROO
2252,2380 CAMPECHE,CAMPECHE
2253,2384 CIUDAD DEL CARMEN,CAMPECHE
2254,2384 CIUDAD DEL CARMEN,CAMPECHE
2255,2380 CAMPECHE,CAMPECHE
2256,2381 CANCUN_BM,QUINTANA ROO
2261,2396 RUIZ CORTINEZ,TABASCO
2262,2402 TUXTLA,CHIAPAS
2263,2263 LIBERTAD,JALISCO
2264,2411 COMITAN,CHIAPAS
2265,2396 RUIZ CORTINEZ,TABASCO
2266,2386 COATZACOALCOS MLA.,VERACRUZ
2267,2382 CARDENAS,TABASCO
2269,2384 CIUDAD DEL CARMEN,CAMPECHE
2270,2402 TUXTLA,CHIAPAS
2271,2399 TAPACHULA,CHIAPAS
2273,2386 COATZACOALCOS MLA.,VERACRUZ
2274,2402 TUXTLA,CHIAPAS
2275,2392 MERIDA NORTE,YUCATÁN
2276,2408 ESCARCEGA,CAMPECHE
2278,2392 MERIDA NORTE,YUCATÁN
2279,2380 CAMPECHE,CAMPECHE
2280,2388 CHETUMAL,QUINTANA ROO
2281,2381 CANCUN_BM,QUINTANA ROO
2282,2395 PLAYA DEL CARMEN,QUINTANA ROO
2614,2168 MORELIA ABASTOS,MICHOACÁN
2618,2159 CHILPANCINGO,GUERRERO
2619,2181 ZIHUATANEJO,GUERRERO
2621,2179 URUAPAN,MICHOACÁN
2627,2322 ZAMORA MADERO,MICHOACÁN
2628,2301 CUBILETE,GUANAJUATO
2629,2188 MARAVATIO,MICHOACÁN
2642,2157 CUAUTLA,MORELOS
2643,2157 CUAUTLA,MORELOS
2644,2189 ACAPULCO SAN ISIDRO,GUERRERO
2645,2174 SAN MIGUEL DE ALLENDE,GUANAJUATO
2646,2163 LA PIEDAD,MICHOACÁN
2647,2647 BLM_AG. CAMPESINOS AUTOSERVICI,"MÉXICO, D.F."
2648,2174 SAN MIGUEL DE ALLENDE,GUANAJUATO
2649,2322 ZAMORA MADERO,MICHOACÁN
2650,2186 LAGOS DE MORENO,JALISCO
2651,2174 SAN MIGUEL DE ALLENDE,GUANAJUATO
2653,2190 BI_SAN FRANCISCO DEL RINCON,GUANAJUATO
2655,2655 LOS MOCHIS,SINALOA
2657,2155 CELAYA NORPONIENTE,GUANAJUATO
3211,2029 AG.IZTAPALAPA 2,"MÉXICO, D.F."
3212,2031 AG. PANTITLAN,"MÉXICO, D.F."
3213,2027 AG. VALLEJO,"MÉXICO, D.F."
3214,2017 AG. SANTA CLARA,ESTADO DE MÉXICO
3215,2001 AG. ATIZAPAN,ESTADO DE MÉXICO
3216,3216 NUEVO LAREDO,TAMAULIPAS
3217,2032 AG. SANTA LUCIA,"MÉXICO, D.F."
3219,2003 AG. COACALCO,ESTADO DE MÉXICO
3221,2013 AG. MEGA NAUCALPAN,ESTADO DE MÉXICO
3223,2029 AG.IZTAPALAPA 2,"MÉXICO, D.F."
3225,2002 AG. AZCAPOTZALCO,"MÉXICO, D.F."
3226,2018 AG. TEPALCATES 2,"MÉXICO, D.F."
3229,2087 AG. TIZAYUCA,HIDALGO
4010,2487 AEROPUERTO,NUEVO LEÓN
4011,2493 MITRAS,NUEVO LEÓN
4013,2479 SANTA CATARINA BIMBO,NUEVO LEÓN
4016,2496 LA FE,NUEVO LEÓN
4017,2481 WONDER GUERRERO,NUEVO LEÓN
4030,2465 LAREDO,TAMAULIPAS
4035,2469 MONCLOVA BIMBO,COAHUILA
4037,2499 REYNOSA MARINELA,TAMAULIPAS
4040,2502 SALTILLO MARINELA,COAHUILA
4041,2368 TAMPICO BIMBO,TAMAULIPAS
4046,2485 CHIHUAHUA MARINELA,CHIHUAHUA
4049,2505 TORREON,COAHUILA
4051,2488 JUAREZ,CHIHUAHUA
4061,2517 SENDERO AUTOSERVICIO,NUEVO LEÓN
4062,2496 LA FE,NUEVO LEÓN
4063,2455 CHIHUAHUA BIMBO,CHIHUAHUA
4064,2462 JUAREZ BIMBO,CHIHUAHUA
4066,2477 SALTILLO BIMBO,COAHUILA
4078,2485 CHIHUAHUA MARINELA,CHIHUAHUA
4079,2488 JUAREZ,CHIHUAHUA
4081,2502 SALTILLO MARINELA,COAHUILA
4082,2493 MITRAS,NUEVO LEÓN
4084,2480 VICTORIA BIMBO,TAMAULIPAS
4085,2468 MATAMOROS BIMBO,TAMAULIPAS
4086,2499 REYNOSA MARINELA,TAMAULIPAS
4087,2505 TORREON,COAHUILA
4089,2465 LAREDO,TAMAULIPAS
4091,2368 TAMPICO BIMBO,TAMAULIPAS
20039,2003 AG. COACALCO,ESTADO DE MÉXICO
20049,2004 AG. CUAUTITLAN,ESTADO DE MÉXICO
20079,2007 AG. LA VILLA,"MÉXICO, D.F."
20089,2008 AG. LAGO FILT,"MÉXICO, D.F."
20109,2010 AG. LOS REYES,ESTADO DE MÉXICO
20119,2011 AG. SAN ANTONIO,"MÉXICO, D.F."
20139,2013 AG. MEGA NAUCALPAN,ESTADO DE MÉXICO
20149,2014 AG. NEZA,ESTADO DE MÉXICO
20159,2015 AG. ROJO GOMEZ,"MÉXICO, D.F."
20169,2016 AG. SAN LORENZO,"MÉXICO, D.F."
20179,2017 AG. SANTA CLARA,ESTADO DE MÉXICO
20189,2018 AG. TEPALCATES 2,"MÉXICO, D.F."
20199,2019 AG. XALOSTOC,ESTADO DE MÉXICO
20219,2021 AG. XOCHIMILCO 2,"MÉXICO, D.F."
20279,2027 AG. VALLEJO,"MÉXICO, D.F."
20299,2029 AG.IZTAPALAPA 2,"MÉXICO, D.F."
20319,2031 AG. PANTITLAN,"MÉXICO, D.F."
20329,2032 AG. SANTA LUCIA,"MÉXICO, D.F."
20349,2034 ACAPULCO COSTERA,GUERRERO
20369,2036 APIZACO MARINELA,TLAXCALA
20409,2040 AG. CENTRO,"MÉXICO, D.F."
20419,2041 AG. TULTITLAN,ESTADO DE MÉXICO
20429,2042 AG. TEPOZOTLAN,ESTADO DE MÉXICO
20449,2044 CUERNAVACA BUENAVISTA,MORELOS
20489,2048 AG. IXTAPALUCA 1,ESTADO DE MÉXICO
20499,2049 AG. IZTAPALAPA 1,"MÉXICO, D.F."
20509,2050 AG. MIXCOAC,"MÉXICO, D.F."
20539,2053 OAXACA MARINELA,OAXACA
20569,2056 PUEBLA NORTE MARINELA,PUEBLA
20579,2057 PUEBLA SUR MARINELA,PUEBLA
20599,2059 QUERETARO BALVANERA,QUERETARO
20639,2063 TEHUACAN MARINELA,PUEBLA
20649,2064 AG. TEPALCATES 1,"MÉXICO, D.F."
20659,2065 TOLUCA CENTRO,ESTADO DE MÉXICO
20669,2066 TOLUCA PONIENTE,ESTADO DE MÉXICO
20709,2070 AG. XOCHIMILCO 1,"MÉXICO, D.F."
20789,2078 AG. TEXCOCO,ESTADO DE MÉXICO
20879,2087 AG. TIZAYUCA,HIDALGO
20889,2088 AG. CEYLAN,"MÉXICO, D.F."
20929,2092 AG. SANTA CLARA AUTOSERVICIOS,ESTADO DE MÉXICO
20949,2094 CHALCO_BM,ESTADO DE MÉXICO
21519,2151 ACAPULCO ESCENICA,GUERRERO
21529,2152 ALTAMIRANO_BM,GUERRERO
21539,2153 APATZINGAN,MICHOACÁN
21549,2154 ATLACOMULCO,ESTADO DE MÉXICO
21559,2155 CELAYA NORPONIENTE,GUANAJUATO
21569,2156 CELAYA INDUSTRIAL WONDER,GUANAJUATO
21579,2157 CUAUTLA,MORELOS
21589,2158 CUERNAVACA CIVAC,MORELOS
21599,2159 CHILPANCINGO,GUERRERO
21609,2160 IGUALA,GUERRERO
21619,2161 IRAPUATO GUADALUPE,GUANAJUATO
21629,2162 JOJUTLA_BM,MORELOS
21639,2163 LA PIEDAD,MICHOACÁN
21649,2164 LAZARO CARDENAS,MICHOACÁN
21659,2165 LEON SAN JUAN BOSCO,GUANAJUATO
21679,2167 MORELIA LA HUERTA,MICHOACÁN
21689,2168 MORELIA ABASTOS,MICHOACÁN
21699,2169 PINOTEPA,OAXACA
21709,2170 PUERTO ESCONDIDO,OAXACA
21719,2171 QUERETARO SAN PABLO,QUERETARO
21739,2173 SAN JUAN DEL RIO,QUERETARO
21749,2174 SAN MIGUEL DE ALLENDE,GUANAJUATO
21759,2175 TOLUCA AEROPUERTO,ESTADO DE MÉXICO
21769,2176 TOLUCA SAN ANTONIO,ESTADO DE MÉXICO
21779,2177 AGENCIA SUANDY,ESTADO DE MÉXICO
21789,2178 URIANGATO,GUANAJUATO
21799,2179 URUAPAN,MICHOACÁN
21819,2181 ZIHUATANEJO,GUERRERO
21829,2182 ZITACUARO,MICHOACÁN
21869,2186 LAGOS DE MORENO,JALISCO
21889,2188 MARAVATIO,MICHOACÁN
21899,2189 ACAPULCO SAN ISIDRO,GUERRERO
21909,2190 BI_SAN FRANCISCO DEL RINCON,GUANAJUATO
22001,2001 AG. ATIZAPAN,ESTADO DE MÉXICO
22002,2002 AG. AZCAPOTZALCO,"MÉXICO, D.F."
22011,2011 AG. SAN ANTONIO,"MÉXICO, D.F."
22013,2013 AG. MEGA NAUCALPAN,ESTADO DE MÉXICO
22029,2029 AG.IZTAPALAPA 2,"MÉXICO, D.F."
22090,2090 AG. TEPEJI DEL RIO,QUERETARO
22187,2187 SALAMANCA,GUANAJUATO
22362,2362 AG.PACHUCA,HIDALGO
22414,2414 IZUCAR DE MATAMOROS,PUEBLA
22519,2251 AGUASCALIENTES NORTE,AGUASCALIENTES
22529,2252 AGUASCALIENTES SIGLO XXI,AGUASCALIENTES
22539,2253 ATOTONILCO,JALISCO
22549,2254 AUTLAN_BM,JALISCO
22559,2255 CD GUZMAN,JALISCO
22560,2560 LAS TORRES,SONORA
22569,2256 CD. MANTE,MICHOACÁN
22579,2257 CD. VALLES,SAN LUIS POTOSÍ
22589,2258 COLIMA BIMBO,COLIMA
22599,2259 FRESNILLO BIMBO,ZACATECAS
22609,2260 GONZALEZ GALLO,JALISCO
22629,2262 LA PEÑITA,NAYARIT
22639,2263 LIBERTAD,JALISCO
22649,2264 MANZANILLO BIMBO,COLIMA
22659,2265 MATEHUALA BIMBO,SAN LUIS POTOSÍ
22679,2267 OCOTLAN BIMBO,JALISCO
22689,2268 PALOMAR,JALISCO
22699,2269 PUERTO VALLARTA BIMBO,JALISCO
22719,2271 RIO VERDE BIMBO,MICHOACÁN
22729,2272 SAN LUIS REY,SAN LUIS POTOSÍ
22739,2273 SAN PEDRO,JALISCO
22749,2274 TEPATITLAN BIMBO,JALISCO
22759,2275 TEPIC BIMBO,NAYARIT
22769,2276 WONDER LA RAZA,SAN LUIS POTOSÍ
22779,2277 ZACATECAS BIMBO,ZACATECAS
22789,2278 ZAPOPAN BIMBO,JALISCO
22799,2279 ACAPONETA,NAYARIT
22859,2285 CD. CONSTITUCION,BAJA CALIFORNIA SUR
22889,2288 CULIACAN BIMBO,SINALOA
22899,2289 CULIACAN MARINELA,SINALOA
22909,2290 DURANGO BIMBO,DURANGO
22939,2293 GRANJAS MARINELA,JALISCO
22949,2294 GUADALAJARA,JALISCO
22969,2296 IRAPUATO SAN MIGUELITO,GUANAJUATO
22979,2297 LA PAZ,BAJA CALIFORNIA SUR
23009,2300 LEON MILENIUM,GUANAJUATO
23019,2301 CUBILETE,GUANAJUATO
23049,2304 MARIANO OTERO_MM,JALISCO
23059,2305 MAZATLAN BIMBO,SINALOA
23069,2306 MAZATLAN MARINELA,SINALOA
23099,2309 NORTE,JALISCO
23109,2310 NUEVO IDEAL,DURANGO
23139,2313 SAN JOSE DEL CABO,BAJA CALIFORNIA SUR
23149,2314 SAN LUCAS,BAJA CALIFORNIA SUR
23159,2315 SAN LUIS POTOSI MARINELA,SAN LUIS POTOSÍ
23169,2316 SANTA ROSALIA,BAJA CALIFORNIA SUR
23219,2321 ZACATECAS MARINELA,ZACATECAS
23229,2322 ZAMORA MADERO,MICHOACÁN
23259,2325 TECOMAN,COLIMA
23289,2328 SANTIAGO IXCUINTLA,NAYARIT
23299,2329 AG.HUEJUTLA,HIDALGO
23309,2330 TLAQUEPARQUE,JALISCO
23529,2352 CORDOBA,VERACRUZ
23539,2353 HUAJUAPAN,OAXACA
23549,2354 ISLA,VERACRUZ
23552,2355 JALAPA I,VERACRUZ
23559,2355 JALAPA I,VERACRUZ
23589,2358 MARTINEZ DE LA TORRE,VERACRUZ
23599,2359 AG.MIXQUIAHUALA,HIDALGO
23609,2360 OAXACA BIMBO,OAXACA
23619,2361 ORIZABA,VERACRUZ
23639,2363 POZA RICA,VERACRUZ
23649,2364 PUEBLA NORTE BIMBO,PUEBLA
23659,2365 PUEBLA SUR BIMBO,PUEBLA
23669,2366 SAN ANDRES,VERACRUZ
23679,2367 SAN MARTIN T.,PUEBLA
23689,2368 TAMPICO BIMBO,TAMAULIPAS
23709,2370 TEZIUTLAN,PUEBLA
23719,2371 TIERRA BLANCA,VERACRUZ
23729,2372 AG.TULANCINGO,HIDALGO
23739,2373 TUXPAM,VERACRUZ
23749,2374 TUXTEPEC,OAXACA
23759,2375 VERACRUZ NORTE,VERACRUZ
23769,2376 CONVENIENCIA VERACRUZ SUR,VERACRUZ
23789,2378 ACAYUCAN,VERACRUZ
23799,2379 ARRIAGA_BM,CHIAPAS
23809,2380 CAMPECHE,CAMPECHE
23819,2381 CANCUN_BM,QUINTANA ROO
23829,2382 CARDENAS,TABASCO
23849,2384 CIUDAD DEL CARMEN,CAMPECHE
23869,2386 COATZACOALCOS MLA.,VERACRUZ
23879,2387 COZUMEL,QUINTANA ROO
23889,2388 CHETUMAL,QUINTANA ROO
23899,2389 EMILIANO ZAPATA,TABASCO
23909,2390 INDUSTRIAL,TABASCO
23919,2391 IXTEPEC,OAXACA
23929,2392 MERIDA NORTE,YUCATÁN
23939,2393 MERIDA SUR,YUCATÁN
23949,2394 MINATITLAN,VERACRUZ
23959,2395 PLAYA DEL CARMEN,QUINTANA ROO
23969,2396 RUIZ CORTINEZ,TABASCO
23979,2397 SALINA CRUZ,OAXACA
23989,2398 SAN CRISTOBAL,CHIAPAS
23999,2399 TAPACHULA,CHIAPAS
24019,2401 TEKAX,YUCATÁN
24029,2402 TUXTLA,CHIAPAS
24049,2404 VALLADOLID,YUCATÁN
24079,2407 TEPEACA,PUEBLA
24089,2408 ESCARCEGA,CAMPECHE
24119,2411 COMITAN,CHIAPAS
24129,2412 APAN,HIDALGO
24139,2413 CIUDAD SERDÁN,PUEBLA
24159,2415 JUXTLAHUACA,OAXACA
24169,2416 PACHUCA II,HIDALGO
24179,2417 ZACATLAN,PUEBLA
24189,2418 COMALCALCO,TABASCO
24519,2451 ACUÑA,COAHUILA
24539,2453 CASAS GRANDES,CHIHUAHUA
24549,2454 CUAHUTEMOC,CHIHUAHUA
24559,2455 CHIHUAHUA BIMBO,CHIHUAHUA
24579,2457 DELICIAS BIMBO,CHIHUAHUA
24589,2458 GOMEZ PALACIO BIMBO,DURANGO
24619,2461 HIDALGO BIMBO,NUEVO LEÓN
24629,2462 JUAREZ BIMBO,CHIHUAHUA
24659,2465 LAREDO,TAMAULIPAS
24669,2466 LINARES,NUEVO LEÓN
24679,2467 LINCOLN,NUEVO LEÓN
24689,2468 MATAMOROS BIMBO,TAMAULIPAS
24699,2469 MONCLOVA BIMBO,COAHUILA
24729,2472 OJINAGA,CHIHUAHUA
24739,2473 PARRAL BIMBO,CHIHUAHUA
24749,2474 PIEDRAS NEGRAS,COAHUILA
24759,2475 REYNOSA BIMBO,TAMAULIPAS
24769,2476 SABINAS,COAHUILA
24779,2477 SALTILLO BIMBO,COAHUILA
24789,2478 SAN NICOLAS,NUEVO LEÓN
24799,2479 SANTA CATARINA BIMBO,NUEVO LEÓN
24809,2480 VICTORIA BIMBO,TAMAULIPAS
24819,2481 WONDER GUERRERO,NUEVO LEÓN
24859,2485 CHIHUAHUA MARINELA,CHIHUAHUA
24879,2487 AEROPUERTO,NUEVO LEÓN
24889,2488 JUAREZ,CHIHUAHUA
24939,2493 MITRAS,NUEVO LEÓN
24969,2496 LA FE,NUEVO LEÓN
24999,2499 REYNOSA MARINELA,TAMAULIPAS
25029,2502 SALTILLO MARINELA,COAHUILA
25049,2504 TAMPICO MARINELA,TAMAULIPAS
25059,2505 TORREON,COAHUILA
25159,2515 CAVAZOS,NUEVO LEÓN
25169,2516 ESCOBEDO,NUEVO LEÓN
25179,2517 SENDERO AUTOSERVICIO,NUEVO LEÓN
25209,2520 HERMOSILLO SUR,SONORA
25519,2551 AGUA PRIETA,SONORA
25529,2552 CABORCA,SONORA
25539,2553 CANANEA,SONORA
25549,2554 CD. OBREGON,SONORA
25559,2555 ENSENADA II,BAJA CALIFORNIA NORTE
25569,2556 GUAMUCHIL,SINALOA
25579,2557 BW_GUASAVE,SINALOA
25589,2558 GUAYMAS,SONORA
25619,2561 LOS MOCHIS,SINALOA
25629,2562 MEXICALI PLAZA,BAJA CALIFORNIA NORTE
25639,2563 MEXICALI PONIENTE,BAJA CALIFORNIA NORTE
25649,2564 MOCTEZUMA,SONORA
25659,2565 NAVOJOA,SONORA
25669,2566 NOGALES_BW,SONORA
25679,2567 PUERTO PEÑASCO,SONORA
25689,2568 SAN LUIS R.C.,SONORA
25699,2569 SAN QUINTÍN,BAJA CALIFORNIA NORTE
25709,2570 SANTA ANA,SONORA
25719,2571 TECATE,BAJA CALIFORNIA NORTE
25729,2572 TIJUANA EL FLORIDO,BAJA CALIFORNIA NORTE
25739,2573 TIJUANA GATO BRONCO,BAJA CALIFORNIA NORTE
25749,2574 TIJUANA PACIFICO,BAJA CALIFORNIA NORTE
25759,2575 TIJUANA ROSARITO,BAJA CALIFORNIA NORTE
25769,2576 GUERRERO NEGRO,BAJA CALIFORNIA SUR